Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
LIA NATURE GIFT AGARBATHIES 35GM,LIA NATURES GIFT CAL,33074100,8901751006148,GST @5%,20.00,20.00,1.000,15.88,0.000,POOJA ITEMS,LIA,,,,,
LIA JASMINE AGARBATHIES 35GM,LIA JASMINE AGARBATH,33074100,8901751000238,GST @5%,15.00,15.00,0.000,11.91,0.000,POOJA ITEMS,LIA,,,,,
LIA CHANDANAM AGARBATHIES 20GM,LIA CHANDANAM A 20GM,33074100,8901751000733,GST @5%,10.00,10.00,1.000,7.93,0.000,POOJA ITEMS,LIA,,,,,
LIA NATURES GIFT 35GM,LIA NATURES GIFT 35G,33074100,8901751000283,GST @5%,15.00,15.00,0.000,11.91,0.000,POOJA ITEMS,LIA,,,,,
LIA SAMTRUPTI AGARBATHIES 130GM,LIA SAMTRUPTI AGARBA,33074100,8901751000924,GST @5%,50.00,50.00,1.000,39.68,0.000,POOJA ITEMS,LIA,,,,,
MTR GULAB JAMUN 150GM,MTR GULAB JAMUN 150G,21069099,8901042968933,GST @18%,65.00,65.00,3.000,49.19,0.000,CHOCOLATES;SWEETS AND CANDIES,MTR,INDIAN SWEETS,,,,
CYCLE SANDALUM AGARBATHIES 12N,CYCLE SANDALUM AGARB,33074100,8901751004342,GST @5%,10.00,10.00,0.000,7.93,0.000,POOJA ITEMS,CYCLE,,,,,
CYCLE THREE IN ONE AGARBATHIES 115GM,CYCLE THREE IN ONE 1,33074100,8901751003116,GST @5%,50.00,50.00,3.000,39.68,0.000,POOJA ITEMS,CYCLE,,,,,
CYCLE SANDALUM AGARBATHIES 110GM,CYCLE SANDALUM 110GM,33074100,8901751004519,GST @5%,50.00,50.00,2.000,39.68,0.000,POOJA ITEMS,CYCLE,,,,,
WOODS NATURAL INCENSE AGARBTHIES 20N,WOODS NT.INTENSE 20S,33074100,8901751003406,GST @5%,75.00,75.00,1.000,59.52,0.000,POOJA ITEMS,WOODS,,,,,
JYOT SMALL,JYOT SMALL,0,00345,Tax 5%,10.00,10.00,0.000,7.50,0.000,POOJA ITEMS,,,,,,
CLOTH CLIP PLASTIC RS.90,CLOTH CLIP PLASTIC R,3924,00347,GST @18%,90.00,90.00,0.000,60.00,0.000,HOUSEHOLD;KITCHEN;BATHROOM,,HOUSEHOLD ACCESSORIES,,,,
JOHNSONS BABY SOAP 75GM,JHNS BABY SOAP 75GM,34011190,8901012116647,GST @18%,45.00,45.00,5.000,34.05,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY SOAP 100GM,JOHN BABY SOAP 100GM,34011190,8901012116654,GST @18%,55.00,55.00,2.000,40.88,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY MILK SOAP 75GM,JOHN.BABY M.SOAP 75G,34011190,8901012116685,GST @18%,45.00,45.00,4.000,34.05,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY LOTION 100ML,JOHNSONS BABY LOTION,33049930,8901012115022,GST @18%,80.00,80.00,3.000,58.44,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY LOTION 200ML,JOHNSONS BABY LOTION,33049930,8901012115039,GST @18%,142.00,142.00,3.000,103.74,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY CREAM 100GM,JOHNSONS BABY CREAM,33049990,8901012114032,GST @18%,127.00,127.00,0.000,92.78,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY MILK LOTION 50ML,JOHN.BABY MILKLOTION,33049930,8901012115145,GST @18%,47.00,47.00,0.000,34.34,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY MILK LOTION 100ML,JOHN.BABY MILKLOTION,33049930,8901012115152,GST @18%,89.00,89.00,1.000,65.02,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY MILK LOTION 200ML,JOHN.BABY MILKLOTION,33049930,8901012115169,GST @18%,156.00,156.00,2.000,113.97,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY CREAM 30GM,JOHNSONS BABY CREAM,33049990,8901012114018,GST @18%,42.00,42.00,1.000,30.68,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY SHAMPOO NO MORE TEARS 200ML,JOHNSONS BABY SHAMPO,33051090,8901012116357,GST @18%,156.00,156.00,2.000,113.97,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY OIL 100ML,JOHNSONS BABY OIL 10,33049990,8901012116715,GST @18%,100.00,100.00,9.000,73.06,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY HAIR OIL 60ML,JOHN.BABY HAIR OIL,33059011,8901012118108,GST @18%,43.00,43.00,3.000,33.13,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY HAIR OIL 100ML,JOHN.BABY HAIR OIL,33059011,8901012118085,GST @18%,67.00,67.00,1.000,51.62,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY TOP-TO-TOE WASH 100ML,JOHN.B.WA.TOP.TOE,34013019,8901012191385,GST @18%,70.00,70.00,2.000,51.14,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY POWDER 100GM,JOHNSONS BABY POWDER,33049120,8901012116562,GST @18%,70.00,70.00,0.000,51.13,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY CREAM 50GM,JOHNSONS BABY CREAM,33049990,8901012114025,GST @18%,66.00,66.00,1.000,48.22,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY CARE COLLECTION KIT RS.190,JOHN. B.CARE COLL(S),0,8901012191262,GST @12%,190.00,190.00,1.000,144.97,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY OIL 50ML,JOHNSONS BABY OIL,33049990,8901012116708,GST @18%,50.00,50.00,3.000,36.53,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY SHAMPOO NO MORE TEARS 60ML,JOHNSN BABY SHMP NMT,33051090,8901012116333,GST @18%,52.00,52.00,3.000,37.99,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY LOTION 50ML,JOHNSONS BABY LOTION,33049930,8901012115015,GST @18%,45.00,45.00,0.000,30.68,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY TOOTHBRUSH TENDER BRISTLE,JOHN.BABY TOOTHBRUSH,96032100,8901012139103,GST @18%,33.00,33.00,6.000,24.97,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY POWDER 200GM,JOHNSONS BABY POWDER,33049120,8901012116579,GST @18%,118.00,118.00,2.000,86.21,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
PLASTIC JUNA,PLASTIC JUNA,3924,00384,GST @18%,20.00,20.00,45.000,11.01,0.000,HOUSEHOLD;KITCHEN;BATHROOM,,HOUSEHOLD ACCESSORIES,,,,
HIMALAYA HAIR OIL ANTI DANDRUFF 200ML,HIM H.OIL ANTI DANDR,33059011,8901138504083,GST @18%,160.00,146.00,0.000,112.48,0.000,PERSONAL CARE,HIMALAYA,BABY CARE,,,,
JOHNSONS BABY SKINCARE 80WIPES,JOHNSONS BABY 80WIPE,34011990,8901012119150,GST @18%,220.00,220.00,5.000,160.72,0.000,PERSONAL CARE,HIMALAYA,BABY CARE,,,,
HIMALAYA SHAMPOO DRYNESS DEFENES PROTEIN 200ML,HIM.DRYNESS DEFENSE ,33051090,8901138505806,GST @18%,130.00,128.00,1.000,98.62,0.000,PERSONAL CARE,HIMALAYA,HAIR CARE,,,,
ORAL-B TOOTH BRUSH ALL ROUNDER CAVITY DEFENCE SOFT 1P,ORAL-B BRUSHCLEAN123,0,4902430642125,GST @12%,25.00,25.00,0.000,18.52,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B ALL ROUNDER GUM PROTECT 40EXTRA SOFT,ORAL-B BRUSH EX.SOFT,0,4902430404150,GST @18%,32.00,32.00,0.000,18.44,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH EXTRA SOFT SENSITIVE SUPER THIN 1NOS,OB T/B EXTRA SOFT,0,4902430659260,GST @18%,55.00,55.00,0.000,40.74,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B  TOOTH BRUSH ALL ROUNDER GUM PROTECT,O/B T/B GUM PROTECT,9603,4902430404174,GST @18%,32.00,32.00,0.000,22.60,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH WITH NEEM EXTRACT SOFT 1NOS,ORAL-B TOOTH BRUSH W,9603,4902430804592,GST @18%,35.00,35.00,0.000,23.71,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH CAVITY DEFENSE BLACL MEDIUM 1NOS,ORAL-B TOOTH BRUSH C,9603,4902430708722,GST @18%,30.00,30.00,0.000,21.18,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH GUM CARE IMPROVES GUM HEALTH IN 4 WEEKS SOFT 1NSO,ORAL-B TB SOFT,9603,4902430781527,GST @18%,75.00,75.00,1.000,50.83,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH PRO-HEALTH PLAQUE REMOVAL MEDIUM,OB.TB.PLQ.REMOVAL ME,96032100,4902430663847,GST @18%,75.00,75.00,0.000,52.97,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH SENSITIVE WHITENING SOFT 1P,O/B TB SENS WH SOFT,96032100,4902430686532,GST @18%,45.00,45.00,0.000,0.00,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B MICKEY FOR KIDS SOFT,ORAL-B BRUSH MICKEY,0,4902430464499,GST @12%,16.00,16.00,0.000,11.85,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH ALL ROUNDER CAVITY DEFENSE 123 SOFT 1NOS,OB.TB.HEALTHY SOFT,82121010,4902430678858,GST @18%,28.00,28.00,0.000,20.74,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH ALLROUNDER CAVUTY DELICATE 123 SOFT 2NOS,OR/B T/B ALL SOFT DE,82121010,4902430678919,GST @18%,44.00,44.00,0.000,32.60,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH KIDS SOFT,ORAL-B T/B.KIDS SOFT,96032100,4902430664721,GST @18%,50.00,50.00,8.000,28.65,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH SENSITIVE WHITENING SOFT BUY2GET1FREE,ORAL-B TOOTH BRUSH S,0,4902430659222,GST @12%,90.00,90.00,0.000,66.67,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH ALL ROUNDER MEDIUM 1P,ORAL-B TOOTH BRUSH A,9603,4902430668057,GST @18%,35.00,35.00,6.000,24.72,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH SHINY CLEAN SOFT 1NOS,ORAL-B T/B.SHINY CLE,0,4902430679787,GST @12%,20.00,20.00,0.000,14.81,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH PASTE HEALTHY 32 MINT 40GM,OB TP H32 MINT,0,4902430571173,GST @12%,16.00,16.00,0.000,12.93,0.000,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
COLGATE TOOTH PASTE VISIBLE WHITE 2X100GM,COLGATE TOOTH PASTE,33061020,8901314078216,GST @18%,158.00,158.00,-2.000,115.03,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH EXTRA CLEAN MEDIUM,COL EXT.SOFT MEDIUM,0,8901314118738,GST @12%,20.00,20.00,0.000,11.28,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH 360 FLOSS TIP MEDIUM 1N,COLGATE TOOTH BRUSH,0,8901314218353,GST @12%,89.00,89.00,0.000,56.50,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH SUPER SHINE MEDIUM 1NOS,COLGATE TOOTH BRUSH,96032100,8901314307255,GST @18%,20.00,20.00,1.000,12.55,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH SENSITIVE ULTRA SOFT 1P,COLG.BRUSH SENSTIVE,9603,8901314117274,GST @18%,50.00,50.00,4.000,32.92,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH SUPER FLEXI MEDIUM 1N,COLGATE TOOTH BRUSH,0,8901314200044,GST @12%,16.00,16.00,0.000,10.53,0.000,PERSONAL CARE,COLGATE,BABY CARE,,,,
COLGATE TOOTH BRUSH ZIG ZAG SOFT 1N,COLGATE TOOTH BRUSH,96032100,8901314308160,GST @18%,25.00,25.00,3.000,0.00,0.000,PERSONAL CARE,COLGATE,BABY CARE,,,,
COLGATE TOOTH PASTE TOTAL ADVANCED HEALTH BUY 2 140GM TOOTH BRUSH FREE,COL.T/P TOTAL HEALTH,33061020,8901314019073,GST @12%,204.00,204.00,0.000,164.85,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH ZIGZAG MEDIUM SHAVER PACK,COL ZIGZAG MEDIUM TB,0,8901314116444,GST @12%,37.00,37.00,0.000,24.36,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH 360 WHOLE MOUTH CLEAN PACK OF 2 SOFT,COLGATE TOOTH BRUSH,0,8901314118257,GST @12%,121.00,121.00,0.000,76.82,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
BILT ETIQUETTE NAPKIN,BILT ETIQUETTE NAPKI,0,00427,Tax 5%,55.00,55.00,0.000,45.71,0.000,PERSONAL CARE,BILT,PERSONAL HYGIENE,,,,
PAPER NAPIN,PAPER NAPIN,3924,00429,GST @18%,70.00,70.00,0.000,47.45,0.000,PERSONAL CARE,,PERSONAL HYGIENE,,,,
JOHNSONS BABY CARE COLLECTION LUXURY,JOHN.B. .B.C.LUXURY,0,8901012191224,GST @12%,501.00,501.00,0.000,382.20,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
HIMALAYA PURIFYING NEEM PACK NORMAL TO OILY SKIN 100GM,HIMALAYA PURIFYING N,34013090,8901138821852,GST @28%,135.00,135.00,0.000,92.51,0.000,PERSONAL CARE,HIMALAYA,PERSONAL HYGIENE,,,,
PARK AVENUE DEO DIVE 135ML,PARK AVENUE DEO DIVE,0,8901277014436,GST @12%,180.00,180.00,0.000,142.86,0.000,PERSONAL CARE,PARK AVENUE,SHAVING NEEDS,,,,
PARK AVENUE DEO NEO SPRAY 100GM,PARK AVENUE DEO NEO,33073090,8901277014474,GST @18%,240.00,240.00,0.000,183.23,0.000,PERSONAL CARE,PARK AVENUE,SHAVING NEEDS,,,,
CRYSTAL PIZZA CUTTER,CRYSTAL PIZZA CUTTER,0,8901200200103,GST @12%,105.00,105.00,2.000,84.00,0.000,HOUSEHOLD;KITCHEN;BATHROOM,CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL PEELER CUM SCRAPER,CRYSTAL SCRAPER,82119200,8901200200011,GST @12%,65.00,65.00,7.000,46.43,0.000,HOUSEHOLD;KITCHEN;BATHROOM,CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL ELETRONIC GAS LIGHTER,CRYTAL ELEC GAS LIGH,96138010,8901200110013,GST @28%,160.00,160.00,0.000,97.02,0.000,HOUSEHOLD;KITCHEN;BATHROOM,CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL MULTI-PURPOSE KNIFE,CRYSTAL KNIFE M.PUR,0,8901200005050,GST @12%,50.00,50.00,23.000,28.56,0.000,HOUSEHOLD;KITCHEN;BATHROOM,CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL BOTTLE CUM CAN OPENER,CRYSTL BOTT CAN OPNR,70133300,8901200210256,GST @12%,105.00,105.00,2.000,84.00,0.000,HOUSEHOLD;KITCHEN;BATHROOM,CRYSTAL,KITCHEN ACCESSORIES,,,,
EVEREADY HOME LITE DIGI LED VALUE PACK,EVEREADY VAL.PACK DL,0,00446,GST @12%,135.00,135.00,0.000,106.22,0.000,ELECTRONIC ITEMS,EVEREADY,,,,,
CRYSTAL LEMON SQUEEZER,CRYSTAL LMN SQUEEZER,82055190,8901200200134,GST @18%,200.00,200.00,5.000,135.60,0.000,HOUSEHOLD;KITCHEN;BATHROOM,CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL SERVING TONG,CRYSTAL SERVING TONG,0,8901200200028,GST @12%,125.00,125.00,2.000,100.00,0.000,HOUSEHOLD;KITCHEN;BATHROOM,CRYSTAL,KITCHEN ACCESSORIES,,,,
EVEREADY LED BULB 250 LUMENS 2.5W,EVEREADY LED BULB 25,0,00450,GST @12%,199.00,199.00,0.000,151.13,0.000,ELECTRONIC ITEMS,EVEREADY,BATTERIES,,,,
BAYGON ALL INSECT KILLER 1LTR,BAYGON ALL INS KILL,38089191,8906006434165,GST @18%,296.00,296.00,1.000,228.05,0.000,HOUSEHOLD;KITCHEN;BATHROOM,BAYGON,HOUSEHOLD ACCESSORIES,,,,
ALLOUT FLASH GUARD,ALLOUT FLASH GUARD,38089192,8906006432222,GST @18%,10.00,10.00,14.000,7.70,0.000,HOUSEHOLD;KITCHEN;BATHROOM,BAYGON,HOUSEHOLD ACCESSORIES,,,,
MORTEIN CHOTU INSTA 5 WORKS IN 5 MINUTES 25ML,MORTEIN CHOTU INSTA,38089199,8901396525103,GST @18%,49.00,49.00,3.000,37.75,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MORTEIN,HOUSEHOLD ACCESSORIES,,,,
MORTEIN ALL INSECT KILLER INSTA KILLS MOSQUITO KILER 200ML,MORTEIN KILLER250ML,3808,8901396512127,GST @18%,85.00,85.00,2.000,65.48,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MORTEIN,HOUSEHOLD ACCESSORIES,,,,
ALLOUT MULTI INSECT KILLER 425ML,BAYGON MUL.INS. KILL,38089191,8906006435582,GST @18%,176.00,176.00,2.000,135.59,0.000,HOUSEHOLD;KITCHEN;BATHROOM,BAYGON,HOUSEHOLD ACCESSORIES,,,,
ALLOUT ANTI DENGUE COIL 10N,ALLOUT ANTI DENGUE C,38089191,8906006432147,GST @18%,24.00,24.00,0.000,18.49,0.000,HOUSEHOLD;KITCHEN;BATHROOM,BAYGON,HOUSEHOLD ACCESSORIES,,,,
BAYGON ALL INSECT KILLER 250ML,BAYGON ALL INS KILLE,38089191,8906006434127,GST @18%,87.00,87.00,1.000,67.03,0.000,HOUSEHOLD;KITCHEN;BATHROOM,BAYGON,HOUSEHOLD ACCESSORIES,,,,
MORTEIN POWERGARD ALL INSECT KILLER 225ML,MORT ALL INST KILLER,0,8901396504573,Tax 5%,89.00,89.00,0.000,77.06,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MORTEIN,HOUSEHOLD ACCESSORIES,,,,
MORTEIN NATURE GUARD COCKROACH KILLER 425ML,MORTEIN COCK.KILLER,0,00470,Tax 5%,175.00,175.00,0.000,150.01,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MORTEIN,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS HIDDEN COCKROACHES 400ML,HIT KILLS HIDDEN425M,3808,8901157025200,GST @18%,182.00,182.00,4.000,140.19,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS FLIES & MOSQUITOES 625ML,HIT KILLS FLIES700ML,3808,8901157025170,GST @18%,255.00,255.00,2.000,194.49,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS HIDDEN COCKROACHES 625ML,HIT KILLS HIDDEN700M,3808,8901157025194,GST @18%,255.00,255.00,-1.000,196.44,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS FLIES & MOSQUITOES 400ML,HIT KILLS FL N MOSQU,3808,8901157025217,GST @18%,176.00,176.00,0.000,134.23,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS FLIES & MOSQUITOES 200ML,HIT KILLS FLIES225ML,3808,8901157025033,GST @18%,94.00,94.00,0.000,71.69,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS HIDDEN COCKROACHES 320ML,HIT KILLS HIDDEN320M,3808,8901157025057,GST @18%,155.00,155.00,1.000,119.40,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS FLIES & MOSQUITOES 320ML,HIT KILLS FLIES320ML,3808,8901157025019,GST @18%,149.00,149.00,2.000,113.64,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HIT,HOUSEHOLD ACCESSORIES,,,,
MORTEIN MOSQUITO KILLER 500ML,MORTEIN MOSQUITO KIL,0,8901396524106,Tax 5%,160.00,160.00,0.000,138.53,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MORTEIN,HOUSEHOLD ACCESSORIES,,,,
MORTEIN POWERGARD RAT KILL 25GM,MOR.POWERGARD RATKIL,38089191,8901396534006,GST @18%,15.00,15.00,10.000,11.56,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MORTEIN,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS RATS 25GM,HIT KILLS RATS 25GM,3808,8901157027020,GST @18%,12.00,12.00,25.000,8.51,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HIT,HOUSEHOLD ACCESSORIES,,,,
DABUR ODOMOS NATURALS MOSQUITO REPELLENT CREAM 100GM,ODOMOS REPELLENT CRM,38089191,8901207503801,GST @18%,87.00,87.00,4.000,67.03,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ODOMOS,HOUSEHOLD ACCESSORIES,,,,
DABUR ODOMOS NATURALS 50GM,ODOMOS NATURALS 50GM,38089191,8901207503528,GST @18%,47.00,47.00,2.000,36.21,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ODOMOS,HOUSEHOLD ACCESSORIES,,,,
JOHNSONS BABY NAPPY 10DISPOSABLE PADS,JOHN.BABY NAPPY10PAD,96190030,8901012119051,GST @12%,85.00,85.00,3.000,61.58,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY NAPPY 20DISPOSABLE PADS,JOHN.BABY NAPPY20PAD,96190030,8901012119075,GST @12%,151.00,151.00,3.000,116.23,0.000,PERSONAL CARE,JOHNSON,BABY CARE,,,,
PAMPERS BABY DRY PANTS M 7-12KG 9 PANTS DIAPERS,PAM BD M7-12KG PANTS,0,00490,GST @12%,300.00,300.00,0.000,1.00,0.000,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS BABY DRY LARGE9-14KG 2 DIAPERS,PAM L9-14 BABY DRY,0,4902430585682,GST @12%,26.00,26.00,0.000,20.10,0.000,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS BABY DRY PANTS SMALL 4-8KG 9 PANTS DIAPERS,PAM BDP 4-8KG 9PANTS,0,4902430682503,GST @12%,99.00,99.00,0.000,76.52,0.000,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS BABY DRY XL 12 PLUS 32 DIAPERS,PAMPERS BABY DRY XL,0,4902430577151,GST @12%,520.00,520.00,0.000,1.00,0.000,PERSONAL CARE,PAMPERS,BABY CARE,,,,
MAMY POKO PANTS S 1DIAPER,MAMY POKO PANTS S 1D,0,8903622031211,GST @12%,11.00,11.00,0.000,7.08,0.000,PERSONAL CARE,MAMY POKO PANTS,BABY CARE,,,,
MAMY POKO PANTS 9-14KG (L) 4DIAPERS,MAMY POKO PANTS 9-14,0,8903622031419,GST @12%,55.00,55.00,0.000,42.52,0.000,PERSONAL CARE,MAMY POKO PANTS,BABY CARE,,,,
MAMY POKO PANTS 7-12KG(M) 4DIAPERS,MAMY POKO PANTS 7-12,0,8903622031310,GST @12%,50.00,50.00,0.000,38.65,0.000,PERSONAL CARE,MAMY POKO PANTS,BABY CARE,,,,
MAMY POKO PANTS L 1DIAPER,MAMY POKO PANTS L 1D,0,8993189271274,GST @12%,14.00,14.00,0.000,9.01,0.000,PERSONAL CARE,MAMY POKO PANTS,BABY CARE,,,,
PAMPERS BABY DRY PANTS MEDIUM7-12KG 9 DIAPERS,PAM DRY PANT M 7-12K,0,4902430585644,GST @12%,115.00,115.00,0.000,88.89,0.000,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS ACTIVE BABY MEDIUM 62DIAPERS,PAMPERS ACTIVE BABY,0,4902430624343,GST @12%,950.00,950.00,0.000,734.29,0.000,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS L 9-14KG 5 DIAPERS,PAMPERS L 9-14KG 5 D,0,4902430577038,GST @12%,70.00,70.00,0.000,54.11,0.000,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS BABY DRY PANTS MEDIUM 2DIAPERS,PAM.BABY DRY MEDIUM,0,4902430672771,GST @12%,24.00,24.00,0.000,18.55,0.000,PERSONAL CARE,PAMPERS,BABY CARE,,,,
GOOD KNIGHT GREEN SHAKTI LOW SMOKE CPIL 10N,GOOD KNIGHT GREEN SH,3808,8901023017254,GST @18%,33.00,33.00,0.000,24.40,0.000,HOUSEHOLD;KITCHEN;BATHROOM,GOOD KNIGHT,HOUSEHOLD ACCESSORIES,,,,
GOOD KNIGHT ADVANCED ACTIVE+CARTRIDGE,GK.ADV.ACTIV+CARTRIG,3808,8901157001143,GST @18%,72.00,72.00,0.000,53.25,0.000,HOUSEHOLD;KITCHEN;BATHROOM,GOOD KNIGHT,HOUSEHOLD ACCESSORIES,,,,
GOOD KNIGHT ADVANCED NEEM ACTIVE CHAUKA PACK 4COILS PACK,GOOD KNIGHT ADVANCED,0,8901023015083,Tax 5%,12.00,12.00,0.000,10.39,0.000,HOUSEHOLD;KITCHEN;BATHROOM,GOOD KNIGHT,HOUSEHOLD ACCESSORIES,,,,
MORTEIN POWERGARD DEEP REACH COILS 8HRS,MOR.DEEP REACH COILS,3808,8901396506003,GST @18%,29.00,29.00,0.000,22.34,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MORTEIN,HOUSEHOLD ACCESSORIES,,,,
MORTEIN NATURGARD REFILL 45NIGHTS,MOR NATURGARD REFILL,0,00530,Tax 5%,52.00,52.00,0.000,44.58,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MORTEIN,HOUSEHOLD ACCESSORIES,,,,
MORTEIN POWERGARD RAT KILL CAKE 100GM,MORTEIN RATKILL CAKE,3808,8901396545002,GST @18%,50.00,50.00,2.000,38.52,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MORTEIN,HOUSEHOLD ACCESSORIES,,,,
